Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
0,1,8,22,35,0,0,0,0,0,0,93,57,7,13,11/21/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,5,9,3,3,1,0,0,2,0,3,37,9,4,0,11/29/2020,28,341326,Angel Medical Center,MAHPC
64,4,15,21,25,2,0,0,0,0,0,178,148,11,4,10/12/2020,30,340073,Duke Raleigh Hospital,DHPC
25,2,8,14,14,1,0,1,0,1,0,88,59,6,0,10/16/2020,29,340144,Davis Regional MC,THPC
56,3,8,10,10,3,0,2,0,1,0,67,22,5,0,10/18/2020,45,340024,Sampson Regional Medical Center,MCRHC
14,0,0,6,6,0,0,0,0,1,0,17,8,0,0,11/30/2020,9,341324,The Outer Banks Hospital,EHPC
16,2,8,12,13,13,1,2,0,2,0,104,92,6,1,10/16/2020,12,340008,Scotland Health Care System,MHPC
0,1,8,24,35,0,0,0,0,0,0,93,55,7,11,10/16/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
10,1,10,16,16,1,0,0,15,0,8,84,48,9,0,11/6/2020,36,340119,Atrium Health - Stanly,MHPC
0,4,4,4,4,6,0,0,2,1,2,49,13,0,0,11/28/2020,36,340188,Cape Fear Valley Hoke Hospital,MCRHC
79,0,9,12,17,64,3,9,11,5,0,64,64,9,5,10/25/2020,0,340091,Women's Hospital,THPC
25,9,24,17,24,20,0,8,0,2,0,204,176,15,7,11/17/2020,28,340116,Frye Regional MC,THPC
20,2,16,14,16,30,0,5,0,0,0,138,133,14,2,10/16/2020,5,340126,Wilson Medical Center,EHPC
136,11,76,99,123,39,2,6,0,1,8,520,458,65,24,10/22/2020,62,340069,Wake Medical Center,CapRAC
63,2,17,30,43,23,0,0,0,1,6,250,135,15,13,11/11/2020,115,340010,Wayne UNC Health Care,EHPC
0,1,6,2,2,2,0,2,1,2,2,17,17,5,0,10/8/2020,0,341322,St. Lukes Hospital,MAHPC
58,3,19,9,9,11,1,11,0,2,0,78,68,16,0,10/10/2020,10,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,9,17,0,9,1,0,0,1,1,0,112,34,8,9,10/4/2020,78,340096,WFBMC - Lexington MC,THPC
44,18,121,112,188,47,1,16,74,3,31,871,755,103,76,10/17/2020,116,340113,Atrium Health - Main,MHPC
0,7,22,45,51,30,0,4,5,5,1,269,165,15,6,11/19/2020,104,340015,Novant Health - Rowan Medical Center,THPC
58,5,19,8,9,8,1,8,0,2,0,76,47,14,1,11/14/2020,29,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
1,0,0,2,2,0,0,0,0,0,0,12,6,0,0,11/23/2020,6,341305,Swain Hospital,MAHPC
12,2,12,10,11,11,0,4,2,1,0,97,56,10,1,11/24/2020,41,340129,Lake Norman Regional Medical Center,MHPC
12,1,4,4,4,3,0,2,0,0,0,29,18,3,0,11/14/2020,11,341318,Vidant Chowan Hospital,EHPC
18,0,30,37,51,16,0,4,49,0,20,281,272,30,14,10/14/2020,9,340098,Atrium Health - Pineville,MHPC
14,0,0,5,5,2,0,0,2,1,2,17,7,0,0,11/24/2020,10,341324,The Outer Banks Hospital,EHPC
31,1,4,24,24,6,0,0,1,0,0,66,44,3,0,10/4/2020,22,340014,Novant Health - Forsyth MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,1,0,0,11/2/2020,5,341320,Alleghany Memorial Hospital,THPC
0,11,17,0,9,0,0,0,2,0,0,112,33,6,9,10/1/2020,79,340096,WFBMC - Lexington MC,THPC
0,2,9,3,3,2,0,0,1,0,2,37,15,7,0,10/17/2020,22,341326,Angel Medical Center,MAHPC
8,2,8,4,5,2,1,2,7,0,6,38,31,6,1,11/12/2020,7,340071,Harnett Health - Central Harnett Hospital,CapRAC
44,4,121,100,188,47,0,15,81,3,34,871,808,117,88,10/29/2020,63,340113,Atrium Health - Main,MHPC
20,3,16,6,14,34,1,4,0,0,0,138,134,13,8,11/25/2020,4,340126,Wilson Medical Center,EHPC
0,5,9,3,3,0,0,0,4,0,0,30,13,4,0,11/7/2020,17,341319,Transylvania Regional Hospital,MAHPC
16,0,8,10,13,21,0,3,0,2,0,105,93,8,3,11/20/2020,12,340008,Scotland Health Care System,MHPC
0,3,9,3,3,1,0,0,0,0,2,37,15,6,0,10/4/2020,22,341326,Angel Medical Center,MAHPC
0,6,10,8,9,4,0,2,11,0,9,125,40,4,1,11/13/2020,85,340013,Rutherford Regional Hospital,MAHPC
0,1,9,3,3,2,0,0,1,1,2,37,19,8,0,11/18/2020,18,341326,Angel Medical Center,MAHPC
24,3,8,31,32,2,0,0,8,0,2,126,97,5,1,10/23/2020,29,340166,Atrium Health - University,MHPC
0,7,10,7,9,6,0,2,8,1,8,125,37,3,2,11/7/2020,88,340013,Rutherford Regional Hospital,MAHPC
57,3,12,10,10,2,0,0,3,0,0,53,37,9,0,10/9/2020,16,340091,Cone Health Annie Penn Hospital,THPC
12,0,6,9,12,15,0,4,6,3,4,68,52,6,3,11/17/2020,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
32,9,21,38,45,30,0,7,1,3,5,277,143,12,7,10/30/2020,134,340147,Nash Health Care System,EHPC
0,0,1,4,4,6,0,0,3,1,3,25,23,1,0,11/10/2020,2,340087,McDowell Hospital,MAHPC
16,2,10,8,12,8,0,3,0,0,0,110,88,8,4,11/17/2020,22,340184,Haywood Hospital,MAHPC
18,2,6,5,7,2,0,2,0,2,0,18,10,4,2,10/31/2020,8,340133,Martin General Hospital,EHPC
12,0,4,4,4,0,0,1,0,0,0,29,21,4,0,11/7/2020,8,341318,Vidant Chowan Hospital,EHPC
10,4,10,12,12,8,0,1,0,5,0,89,74,6,0,10/2/2020,15,340142,Carteret General Hospital,EHPC
18,12,30,58,66,29,0,7,28,7,11,281,216,18,8,11/26/2020,65,340098,Atrium Health - Pineville,MHPC
44,25,134,239,295,20,0,9,14,2,45,780,641,109,56,10/2/2020,139,340061,UNC Medical Center,MCRHC
56,0,8,10,10,11,0,5,0,1,0,67,35,8,0,11/18/2020,32,340024,Sampson Regional Medical Center,MCRHC
0,1,9,3,3,2,0,0,0,0,0,37,20,8,0,11/21/2020,17,341326,Angel Medical Center,MAHPC
0,3,25,27,27,22,0,5,5,5,0,295,176,22,0,10/25/2020,119,340050,Southeastern Regional Medical Center,DHPC
29,4,5,26,26,8,0,0,0,1,0,114,52,1,0,11/26/2020,62,340158,Novant Health - Brunswick MC,SHPR
14,0,8,13,18,5,0,1,0,1,0,52,50,8,5,11/4/2020,2,340186,Vidant Beaufort Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/8/2020,0,341316,Highlands Cashiers Hospital,MAHPC
58,9,19,8,9,8,0,7,0,3,0,82,54,10,1,10/5/2020,28,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,7,10,7,9,6,0,2,6,0,5,125,35,3,2,11/9/2020,90,340013,Rutherford Regional Hospital,MAHPC
35,0,16,16,26,24,0,6,0,3,0,200,134,16,10,10/20/2020,66,340143,Catawba Valley Medical Center,THPC
28,3,6,4,4,1,1,0,0,0,0,31,15,3,0,10/5/2020,16,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,6,38,0,0,39,2,11,1,4,0,331,287,32,0,11/1/2020,44,340115,FirstHealth Moore Regional Hospital,MCRHC
69,17,64,42,66,53,0,14,47,2,15,503,394,47,24,11/25/2020,109,340001,Atrium Health - Cabarrus,MHPC
12,3,12,8,11,2,0,1,1,2,0,97,55,9,3,10/7/2020,42,340129,Lake Norman Regional Medical Center,MHPC
0,0,0,1,1,0,0,0,0,0,0,14,6,0,0,11/2/2020,8,341317,LifeBright Community Hospital of Stokes,THPC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/17/2020,3,341304,Vidant Bertie Hospital,EHPC
18,3,20,18,22,5,0,1,10,2,1,220,122,17,4,10/25/2020,98,340070,Alamance Regional Medical Center,MCRHC
16,0,8,9,13,17,1,6,0,3,0,104,88,8,4,10/3/2020,16,340008,Scotland Health Care System,MHPC
44,17,121,121,189,71,2,26,60,7,21,871,719,104,68,11/22/2020,152,340113,Atrium Health - Main,MHPC
24,1,20,8,10,25,0,4,16,5,0,151,128,19,2,11/24/2020,23,340091,Cone Health Wesley Long Hospital,THPC
7,0,9,9,10,5,0,1,1,0,2,34,34,9,1,11/14/2020,0,340120,Vidant Duplin Hospital,EHPC
14,2,10,17,18,5,0,2,0,0,0,54,37,8,1,11/20/2020,17,340186,Vidant Beaufort Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,10/2/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
20,11,23,51,56,16,1,3,0,0,0,309,210,12,5,11/16/2020,99,340131,CarolinaEast Medical Center,EHPC
63,4,17,24,43,27,0,0,3,1,1,250,113,13,19,10/25/2020,137,340010,Wayne UNC Health Care,EHPC
13,12,20,25,29,7,0,2,29,0,12,219,134,8,4,11/22/2020,85,340113,Atrium Health - Main,MHPC
0,7,22,45,51,15,0,2,4,1,0,269,170,15,6,10/25/2020,99,340015,Novant Health - Rowan Medical Center,THPC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,11/3/2020,3,341304,Vidant Bertie Hospital,EHPC
69,13,64,35,55,59,0,12,42,5,23,503,437,51,20,11/24/2020,66,340001,Atrium Health - Cabarrus,MHPC
0,8,10,8,9,3,0,1,7,1,5,125,30,2,1,11/15/2020,95,340013,Rutherford Regional Hospital,MAHPC
32,9,21,44,45,23,1,4,1,4,8,277,122,12,1,11/25/2020,155,340147,Nash Health Care System,EHPC
7,0,0,4,4,0,0,0,0,0,0,18,15,0,0,10/10/2020,3,341307,Pender Memorial Hospital,SHPR
40,6,10,13,16,6,0,1,4,6,4,98,52,4,3,11/2/2020,46,340109,Sentara Albemarle Medical Center,EHPC
20,7,23,51,56,30,1,5,0,4,0,309,214,16,5,11/30/2020,95,340131,CarolinaEast Medical Center,EHPC
6,0,0,10,10,0,0,0,2,0,2,59,27,0,0,10/1/2020,32,340037,Atrium Health - Kings Mountain,MHPC
0,7,10,9,9,10,0,1,7,3,7,125,46,3,0,10/24/2020,79,340013,Rutherford Regional Hospital,MAHPC
44,24,135,239,295,29,1,9,1,0,4,783,646,111,56,10/26/2020,137,340061,UNC Medical Center,MCRHC
18,7,30,41,52,13,0,6,32,1,13,281,225,23,11,10/24/2020,56,340098,Atrium Health - Pineville,MHPC
0,1,8,5,8,4,0,3,2,0,2,121,52,7,3,10/27/2020,69,340064,WFBMC - Wilkes Regional MC,THPC
0,6,17,0,7,0,0,0,2,0,0,112,50,11,7,10/15/2020,62,340096,WFBMC - Lexington MC,THPC
30,2,8,11,12,3,0,0,0,0,0,77,51,6,1,10/18/2020,26,340132,Maria Parham Medical Center,DHPC
14,0,8,14,18,6,0,1,0,0,0,52,52,8,4,11/3/2020,0,340186,Vidant Beaufort Hospital,EHPC
83,0,9,10,17,60,2,9,4,6,0,60,60,9,7,10/22/2020,0,340091,Women's Hospital,THPC
24,6,20,7,10,14,1,1,15,3,3,151,91,14,3,11/28/2020,60,340091,Cone Health Wesley Long Hospital,THPC
,,,,,,,,,,,,,,,10/21/2020,,102,Womack Army Medical Center,MCRHC
2,2,12,24,26,3,0,0,5,0,4,86,68,10,2,10/12/2020,18,340041,UNC- Caldwell Memorial Hospital,THPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,11/7/2020,3,341320,Alleghany Memorial Hospital,THPC
0,0,0,2,2,3,0,0,10,1,2,15,10,0,0,11/17/2020,5,340084,Atrium Health - Anson,MHPC
,,,,,,,,,,,,,,,10/12/2020,,340133,Martin General Hospital,EHPC
31,0,4,24,24,2,0,0,0,2,0,66,52,4,0,10/22/2020,14,340014,Novant Health - Forsyth MC,THPC
54,1,8,5,5,0,0,2,4,0,2,107,106,7,0,10/28/2020,1,340060,UNC Rockingham Hospital,THPC
,,,,,,,,,,,,,,,11/28/2020,,101,Naval Medical Center Camp Lejeune,SHPR
24,2,8,27,31,3,0,1,13,0,7,126,80,6,4,11/22/2020,46,340166,Atrium Health - University,MHPC
10,3,10,12,12,0,0,1,0,0,0,89,86,7,0,10/15/2020,3,340142,Carteret General Hospital,EHPC
177,25,121,48,105,27,0,15,6,6,1,934,661,96,57,10/20/2020,273,340047,Wake Forest Baptist MC – Winston Campus,THPC
10,0,8,7,9,1,0,2,0,1,0,70,60,8,2,10/21/2020,10,340099,Vidant Roanoke Chowan Hospital,EHPC
43,17,135,240,295,24,1,12,26,0,39,782,646,118,55,10/8/2020,136,340061,UNC Medical Center,MCRHC
12,0,6,8,12,10,0,5,4,1,3,70,59,6,4,11/13/2020,11,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
12,4,10,10,12,0,0,3,0,0,0,93,89,6,2,10/22/2020,4,340142,Carteret General Hospital,EHPC
2,2,12,18,26,17,1,7,0,0,0,86,55,10,8,11/22/2020,31,340041,UNC- Caldwell Memorial Hospital,THPC
10,1,10,14,16,9,0,0,11,0,3,84,60,9,2,10/12/2020,24,340119,Atrium Health - Stanly,MHPC
16,0,8,10,13,14,1,3,0,2,0,104,66,8,3,10/18/2020,38,340008,Scotland Health Care System,MHPC
,,,,,,,,,,,,,,,11/7/2020,,101,Naval Medical Center Camp Lejeune,SHPR
143,5,65,33,52,34,0,4,8,6,20,628,493,60,19,10/22/2020,135,340028,Cape Fear Valley Medical Center,MCRHC
,,,,,,,,,,,,,,,10/4/2020,,340016,Harris Hosptial,MAHPC
18,0,14,34,35,31,0,7,29,1,10,176,176,14,1,11/29/2020,0,340130,Atrium Health - Union,MHPC
72,0,8,5,6,9,0,3,0,1,0,53,39,8,1,10/20/2020,14,340020,Central Carolina Hospital,CapRAC
281,3,48,110,187,20,0,4,5,1,0,827,655,45,77,10/9/2020,172,340053,Novant Health - Presbyterian,MHPC
0,1,9,3,3,1,0,0,2,0,0,37,16,8,0,11/1/2020,21,341326,Angel Medical Center,MAHPC
0,7,10,9,9,9,0,1,8,0,4,125,41,3,0,10/26/2020,84,340013,Rutherford Regional Hospital,MAHPC
49,1,8,18,22,11,1,0,0,2,0,264,162,7,4,11/13/2020,102,340183,Novant Health - Huntersville,MHPC
44,4,6,6,7,0,0,1,0,0,0,88,47,2,1,11/8/2020,41,340023,Park Ridge Health (Advent Health),MAHPC
36,2,10,21,22,14,1,5,12,1,3,113,64,8,1,10/15/2020,49,340145,Atrium Health - Lincoln,MHPC
0,3,8,0,8,4,0,1,0,0,0,113,36,5,8,10/10/2020,77,340064,WFBMC - Wilkes Regional MC,THPC
429,32,62,91,120,28,0,9,3,3,17,764,567,30,29,10/24/2020,197,340141,New Hanover Regional MC,SHPR
281,3,48,108,191,32,0,6,10,3,3,795,635,45,83,10/29/2020,160,340053,Novant Health - Presbyterian,MHPC
5,0,3,10,11,0,0,0,1,0,1,55,47,3,1,11/12/2020,8,340123,Randolph Hospital,THPC
44,4,6,6,7,1,0,0,0,0,0,88,41,2,1,11/27/2020,47,340023,Park Ridge Health (Advent Health),MAHPC
54,2,8,5,5,0,0,3,0,1,2,107,105,6,0,11/17/2020,2,340060,UNC Rockingham Hospital,THPC
0,4,4,4,4,3,0,0,0,1,1,49,10,0,0,10/23/2020,39,340188,Cape Fear Valley Hoke Hospital,MCRHC
0,9,18,5,7,0,0,0,1,0,0,113,50,9,2,10/20/2020,63,340096,WFBMC - Lexington MC,THPC
10,4,7,17,18,7,0,0,0,1,0,77,36,3,1,11/27/2020,41,340190,Novant Health - Mint Hill,THPC
69,14,64,42,59,32,1,11,70,4,22,503,417,50,17,11/10/2020,86,340001,Atrium Health - Cabarrus,MHPC
7,0,9,10,10,5,0,2,2,0,5,34,34,9,0,11/10/2020,0,340120,Vidant Duplin Hospital,EHPC
51,0,16,12,16,2,0,5,4,2,2,154,123,16,4,10/22/2020,31,340039,Iredell Health System,THPC
0,0,10,5,7,0,0,4,4,0,3,78,42,10,2,10/18/2020,36,340003,Northern Regional Hospital,THPC
24,1,8,32,33,3,0,0,15,0,1,126,79,7,1,10/11/2020,47,340166,Atrium Health - University,MHPC
11,3,13,18,25,2,0,0,2,1,1,155,82,10,7,10/13/2020,73,340085,Novant Health - Thomasville MC,THPC
31,0,4,24,24,1,0,0,0,0,0,71,61,4,0,11/16/2020,10,340014,Novant Health - Forsyth MC,THPC
44,6,14,9,9,9,0,1,0,3,0,163,90,8,0,10/18/2020,73,340151,Vidant - North,EHPC
0,8,25,22,27,26,0,5,9,3,0,295,167,17,5,11/4/2020,128,340050,Southeastern Regional Medical Center,DHPC
0,6,10,8,9,8,0,2,5,1,5,125,34,4,1,10/17/2020,91,340013,Rutherford Regional Hospital,MAHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/29/2020,18,340156,Cherokee Indian Hospital,MAHPC
18,0,6,4,4,4,0,4,0,0,0,31,24,6,0,11/5/2020,7,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
49,1,8,20,21,5,0,0,0,1,0,264,160,7,1,10/14/2020,104,340183,Novant Health - Huntersville,MHPC
7,1,9,8,10,2,0,0,4,2,0,34,30,8,2,10/7/2020,4,340120,Vidant Duplin Hospital,EHPC
136,11,76,106,123,29,1,7,1,0,6,522,450,65,17,10/18/2020,72,340069,Wake Medical Center,CapRAC
6,0,0,10,10,1,0,0,2,0,0,59,37,0,0,11/25/2020,22,340037,Atrium Health - Kings Mountain,MHPC
10,1,18,26,42,18,0,5,32,0,17,203,109,17,16,11/13/2020,94,340021,Atrium Health - Cleveland,MHPC
7,0,0,4,4,0,0,0,1,0,0,18,10,0,0,11/29/2020,8,341307,Pender Memorial Hospital,SHPR
60,22,120,104,181,64,0,11,0,5,0,888,822,98,77,10/21/2020,66,340040,Vidant Medical Center,EHPC
10,6,10,16,16,1,0,1,4,0,1,84,39,4,0,11/1/2020,45,340119,Atrium Health - Stanly,MHPC
18,1,6,5,7,3,0,2,2,1,4,18,15,5,2,10/28/2020,3,340133,Martin General Hospital,EHPC
11,6,13,21,25,12,0,5,1,0,0,155,83,7,4,11/18/2020,72,340085,Novant Health - Thomasville MC,THPC
10,0,10,16,16,6,0,0,8,1,2,84,61,10,0,10/1/2020,23,340119,Atrium Health - Stanly,MHPC
10,1,10,16,16,2,1,0,17,1,4,84,54,9,0,10/28/2020,30,340119,Atrium Health - Stanly,MHPC
10,5,10,11,12,0,0,2,0,0,0,89,70,5,1,11/12/2020,19,340142,Carteret General Hospital,EHPC
65,0,12,16,17,12,0,1,0,3,0,170,159,12,1,11/18/2020,11,340173,Wake Medical Center Cary,CapRAC
13,14,20,27,29,0,0,0,20,0,3,219,128,6,2,10/17/2020,91,340113,Atrium Health - Main,MHPC
12,0,6,7,12,0,0,5,3,0,2,68,63,6,5,11/11/2020,5,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
12,1,12,10,11,1,0,2,0,1,0,97,49,11,1,10/1/2020,48,340129,Lake Norman Regional Medical Center,MHPC
0,4,4,4,4,0,0,0,3,0,2,49,12,0,0,11/5/2020,37,340188,Cape Fear Valley Hoke Hospital,MCRHC
,,,,,,,,,,,,,,,10/25/2020,,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
20,4,16,7,14,23,1,5,0,0,0,138,129,12,7,10/1/2020,9,340126,Wilson Medical Center,EHPC
44,16,121,104,188,51,2,18,62,7,21,871,786,105,84,11/7/2020,85,340113,Atrium Health - Main,MHPC
18,5,30,46,52,28,2,9,35,1,12,281,240,25,6,11/20/2020,41,340098,Atrium Health - Pineville,MHPC
8,2,8,3,5,0,0,2,3,0,2,32,27,6,2,10/12/2020,5,340071,Harnett Health - Central Harnett Hospital,CapRAC
429,22,62,92,120,23,1,8,5,3,23,764,600,40,28,10/28/2020,164,340141,New Hanover Regional MC,SHPR
44,12,121,107,188,54,0,18,75,6,23,871,801,109,81,11/9/2020,70,340113,Atrium Health - Main,MHPC
18,3,14,33,38,22,1,4,33,3,8,176,109,11,5,11/20/2020,67,340130,Atrium Health - Union,MHPC
23,0,8,6,9,3,0,4,0,0,0,60,60,8,3,11/29/2020,0,340107,Vidant Edgecombe Hospital,EHPC
,,,,,,,,,,,,,,,11/21/2020,,100,Durham VA,DHPC
16,2,10,10,12,7,0,2,1,2,1,110,73,8,2,11/23/2020,37,340184,Haywood Hospital,MAHPC
30,6,112,161,230,80,3,25,17,11,1,1037,758,106,69,11/17/2020,279,340014,Novant Health - Forsyth MC,THPC
57,4,12,9,10,2,0,0,3,0,1,53,37,8,1,10/14/2020,16,340091,Cone Health Annie Penn Hospital,THPC
136,14,76,98,123,32,0,10,0,0,2,520,416,62,25,11/6/2020,104,340069,Wake Medical Center,CapRAC
27,0,0,13,13,0,0,0,0,0,0,42,34,0,0,10/8/2020,8,340014,Novant Health - Forsyth MC,THPC
60,18,120,67,160,60,0,13,0,4,0,888,841,102,93,10/8/2020,47,340040,Vidant Medical Center,EHPC
0,0,0,2,2,5,0,0,0,1,0,32,7,0,0,10/25/2020,25,341329,Blue Ridge Regional Hospital,MAHPC
0,2,8,0,8,9,0,2,1,1,0,109,44,6,8,11/29/2020,65,340064,WFBMC - Wilkes Regional MC,THPC
12,3,12,10,11,9,0,2,1,2,0,97,49,9,1,11/21/2020,48,340129,Lake Norman Regional Medical Center,MHPC
281,12,48,106,189,53,0,10,5,5,0,795,615,36,83,11/16/2020,180,340053,Novant Health - Presbyterian,MHPC
13,0,0,0,0,0,0,0,1,0,0,18,0,0,0,10/10/2020,18,340156,Cherokee Indian Hospital,MAHPC
0,0,0,2,2,5,0,0,0,4,0,32,9,0,0,10/20/2020,23,341329,Blue Ridge Regional Hospital,MAHPC
2,3,12,23,26,13,0,3,1,2,2,86,64,9,3,10/24/2020,22,340041,UNC- Caldwell Memorial Hospital,THPC
10,1,10,14,16,3,0,0,16,0,10,84,56,9,2,10/7/2020,28,340119,Atrium Health - Stanly,MHPC
0,1,8,23,35,0,0,0,0,0,0,93,57,7,12,11/26/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
10,4,10,14,16,0,0,0,19,0,5,84,51,6,2,10/24/2020,33,340119,Atrium Health - Stanly,MHPC
10,3,6,8,8,2,0,3,0,2,0,48,37,3,0,11/8/2020,11,340127,Granville Health System,DHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/13/2020,0,341316,Highlands Cashiers Hospital,MAHPC
429,34,62,90,120,26,0,7,3,7,25,764,570,28,30,10/6/2020,194,340141,New Hanover Regional MC,SHPR
32,43,181,114,134,12,1,6,16,4,36,432,325,138,20,10/8/2020,107,340114,UNC Rex Hospital,MCRHC
49,0,8,21,22,14,0,3,1,0,0,264,162,8,1,10/28/2020,102,340183,Novant Health - Huntersville,MHPC
6,0,0,19,19,1,0,0,3,0,0,59,34,0,0,11/27/2020,25,340037,Atrium Health - Kings Mountain,MHPC
10,5,10,16,16,0,0,0,14,0,7,84,53,5,0,11/3/2020,31,340119,Atrium Health - Stanly,MHPC
10,0,7,17,18,7,0,0,1,2,0,77,45,7,1,11/21/2020,32,340190,Novant Health - Mint Hill,THPC
11,7,13,21,25,3,0,0,0,2,0,155,72,6,4,10/6/2020,83,340085,Novant Health - Thomasville MC,THPC
177,37,122,55,105,28,1,13,3,3,0,923,594,85,50,10/12/2020,329,340047,Wake Forest Baptist MC – Winston Campus,THPC
10,4,10,15,16,7,0,0,9,0,3,84,31,6,1,11/21/2020,53,340119,Atrium Health - Stanly,MHPC
14,1,10,17,18,8,0,4,0,0,0,54,50,9,1,10/31/2020,4,340186,Vidant Beaufort Hospital,EHPC
0,4,4,3,3,0,0,0,1,0,0,27,17,0,0,11/22/2020,10,341315,Cape Fear Valley Bladen Hospital,SHPR
57,3,12,9,10,1,0,1,6,1,1,53,41,9,1,11/13/2020,12,340091,Cone Health Annie Penn Hospital,THPC
0,22,91,55,91,23,1,6,21,1,35,712,582,69,36,10/7/2020,130,340002,Mission Health Hospital,MAHPC
10,3,10,15,16,7,0,2,11,3,4,84,29,7,1,11/19/2020,55,340119,Atrium Health - Stanly,MHPC
143,2,65,28,52,36,0,6,5,4,18,628,502,63,24,10/24/2020,126,340028,Cape Fear Valley Medical Center,MCRHC
20,13,70,34,57,18,0,1,35,10,4,608,429,57,23,11/10/2020,179,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,0,10,6,7,3,0,6,0,3,0,78,48,10,1,10/22/2020,30,340003,Northern Regional Hospital,THPC
67,0,9,14,17,77,0,9,19,10,0,76,76,9,3,11/16/2020,0,340091,Women's Hospital,THPC
18,1,30,36,51,12,0,5,34,0,13,281,235,29,15,10/10/2020,46,340098,Atrium Health - Pineville,MHPC
0,2,9,3,3,0,0,0,2,0,3,30,21,7,0,11/12/2020,9,341319,Transylvania Regional Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11/18/2020,0,341316,Highlands Cashiers Hospital,MAHPC
36,1,10,18,18,15,0,5,9,3,0,113,69,9,0,10/9/2020,44,340145,Atrium Health - Lincoln,MHPC
30,3,6,4,4,2,0,2,0,0,0,31,21,3,0,10/16/2020,10,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
25,8,24,16,24,27,0,8,0,4,0,204,187,16,8,11/21/2020,17,340116,Frye Regional MC,THPC
72,0,8,2,6,10,0,1,0,0,0,53,53,8,4,10/29/2020,0,340020,Central Carolina Hospital,CapRAC
18,1,14,31,38,26,0,7,16,4,7,176,118,13,7,11/25/2020,58,340130,Atrium Health - Union,MHPC
25,14,24,23,24,13,0,2,0,1,0,204,157,10,1,10/9/2020,47,340116,Frye Regional MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,11/13/2020,4,341320,Alleghany Memorial Hospital,THPC
30,1,8,10,12,4,0,1,0,2,0,77,55,7,2,10/9/2020,22,340132,Maria Parham Medical Center,DHPC
12,0,6,8,12,12,0,4,8,2,3,70,50,6,4,11/15/2020,20,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,4,4,4,4,0,0,0,0,0,0,49,12,0,0,10/4/2020,37,340188,Cape Fear Valley Hoke Hospital,MCRHC
0,2,6,2,2,2,0,2,0,0,0,19,15,4,0,10/14/2020,4,341322,St. Lukes Hospital,MAHPC
69,15,64,50,68,31,2,10,46,1,14,503,386,49,18,11/1/2020,117,340001,Atrium Health - Cabarrus,MHPC
0,0,0,0,0,0,0,0,0,0,0,40,21,0,0,10/21/2020,19,340187,WFBMC- Davie MC,THPC
20,5,16,14,16,26,0,6,0,0,0,138,132,11,2,10/12/2020,6,340126,Wilson Medical Center,EHPC
60,27,120,93,181,36,0,11,0,10,0,888,804,93,88,11/1/2020,84,340040,Vidant Medical Center,EHPC
4,35,181,111,134,43,0,16,6,5,11,487,356,146,23,11/26/2020,131,340114,UNC Rex Hospital,MCRHC
72,0,8,5,6,1,0,1,0,1,0,53,53,8,1,10/8/2020,0,340020,Central Carolina Hospital,CapRAC
68,0,9,13,17,74,2,10,16,5,0,76,76,9,4,11/11/2020,0,340091,Women's Hospital,THPC
