Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
35,0,16,17,26,16,0,3,7,1,4,200,183,16,9,7/28/2020,17,340143,Catawba Valley Medical Center,THPC
35,0,16,17,26,17,0,3,9,1,7,200,170,16,9,7/25/2020,30,340143,Catawba Valley Medical Center,THPC
25,3,8,10,10,3,0,3,3,1,2,75,49,5,0,6/30/2020,26,340144,Davis Regional MC,THPC
25,0,8,10,10,3,0,3,0,1,0,80,44,8,0,7/22/2020,36,340144,Davis Regional MC,THPC
25,3,8,10,10,3,0,3,0,1,0,144,41,5,0,7/23/2020,103,340144,Davis Regional MC,THPC
25,3,8,12,12,3,0,3,1,1,1,144,63,5,0,7/16/2020,81,340144,Davis Regional MC,THPC
8,4,16,4,12,5,0,3,4,1,0,199,110,12,8,6/12/2020,89,340039,Iredell Health System,THPC
25,4,24,21,24,8,0,3,0,1,0,180,104,20,3,7/10/2020,76,340116,Frye Regional MC,THPC
25,9,24,16,24,5,0,3,0,1,0,180,127,15,8,6/18/2020,53,340116,Frye Regional MC,THPC
25,6,24,19,24,4,0,3,0,1,0,180,121,18,5,6/30/2020,59,340116,Frye Regional MC,THPC
35,6,16,17,26,5,0,3,4,1,3,200,159,10,9,6/20/2020,41,340143,Catawba Valley Medical Center,THPC
25,2,16,18,26,7,0,3,4,1,3,200,152,14,8,6/11/2020,48,340143,Catawba Valley Medical Center,THPC
35,3,16,21,26,6,0,3,8,1,4,200,162,13,5,6/26/2020,38,340143,Catawba Valley Medical Center,THPC
35,4,16,22,26,13,0,3,8,1,3,200,163,12,4,7/6/2020,37,340143,Catawba Valley Medical Center,THPC
0,4,13,39,52,11,0,3,4,1,0,178,137,9,13,7/13/2020,41,340015,Novant Health - Rowan Medical Center,THPC
0,3,13,47,52,10,0,3,2,1,0,177,110,10,5,6/28/2020,67,340015,Novant Health - Rowan Medical Center,THPC
0,-1,13,43,53,14,0,3,1,1,1,174,132,14,10,6/21/2020,42,340015,Novant Health - Rowan Medical Center,THPC
35,5,16,20,26,14,0,3,7,1,4,200,168,11,6,7/9/2020,32,340143,Catawba Valley Medical Center,THPC
35,6,16,19,26,15,0,3,8,1,3,200,169,10,7,7/10/2020,31,340143,Catawba Valley Medical Center,THPC
0,0,13,42,52,13,0,3,3,1,1,179,143,13,10,7/2/2020,36,340015,Novant Health - Rowan Medical Center,THPC
0,0,13,35,51,10,0,3,2,1,1,179,135,13,16,7/14/2020,44,340015,Novant Health - Rowan Medical Center,THPC
0,2,13,40,47,12,0,3,0,1,0,126,122,11,7,6/14/2020,4,340015,Novant Health - Rowan Medical Center,THPC
0,2,13,42,53,12,0,3,4,1,0,176,147,11,11,6/19/2020,29,340015,Novant Health - Rowan Medical Center,THPC
0,4,13,48,51,14,0,4,4,1,0,172,118,9,3,8/1/2020,54,340015,Novant Health - Rowan Medical Center,THPC
0,2,13,46,51,15,0,4,2,1,0,177,150,11,5,7/31/2020,27,340015,Novant Health - Rowan Medical Center,THPC
25,9,24,19,24,13,0,4,0,1,0,180,150,15,5,8/7/2020,30,340116,Frye Regional MC,THPC
35,4,16,17,26,12,0,4,6,1,2,200,152,12,9,8/3/2020,48,340143,Catawba Valley Medical Center,THPC
35,3,16,17,26,15,0,4,10,1,5,200,152,13,9,8/1/2020,48,340143,Catawba Valley Medical Center,THPC
0,3,16,5,12,13,0,4,1,1,0,199,101,13,7,6/20/2020,98,340039,Iredell Health System,THPC
25,1,16,19,26,11,0,4,5,1,4,200,170,15,7,6/17/2020,30,340143,Catawba Valley Medical Center,THPC
35,2,16,20,26,8,0,4,8,1,4,200,162,14,6,6/28/2020,38,340143,Catawba Valley Medical Center,THPC
0,-3,13,41,50,13,0,4,5,1,2,178,164,16,9,7/22/2020,14,340015,Novant Health - Rowan Medical Center,THPC
0,0,13,35,47,11,0,4,1,1,1,126,150,13,12,6/10/2020,-24,340015,Novant Health - Rowan Medical Center,THPC
25,11,24,20,24,10,0,5,0,1,0,180,144,13,4,8/5/2020,36,340116,Frye Regional MC,THPC
25,9,24,18,24,11,0,5,0,1,0,180,151,15,6,8/1/2020,29,340116,Frye Regional MC,THPC
25,11,24,17,24,13,0,5,0,1,0,180,145,13,7,8/9/2020,35,340116,Frye Regional MC,THPC
35,4,16,17,26,13,0,5,7,1,4,200,158,12,9,8/4/2020,42,340143,Catawba Valley Medical Center,THPC
0,2,16,4,12,7,0,5,3,1,2,199,106,14,8,6/13/2020,93,340039,Iredell Health System,THPC
0,3,16,4,12,6,0,5,3,1,2,199,91,13,8,6/14/2020,108,340039,Iredell Health System,THPC
8,1,16,7,12,18,0,5,8,1,2,199,114,15,5,7/7/2020,85,340039,Iredell Health System,THPC
8,3,16,8,12,11,0,5,11,1,3,199,106,13,4,6/24/2020,93,340039,Iredell Health System,THPC
0,1,16,8,12,16,0,5,7,1,1,199,105,15,4,7/8/2020,94,340039,Iredell Health System,THPC
8,1,16,6,12,19,0,5,3,1,2,199,117,15,6,7/9/2020,82,340039,Iredell Health System,THPC
0,3,16,7,12,16,0,5,8,1,4,199,104,13,5,7/5/2020,95,340039,Iredell Health System,THPC
25,0,16,18,26,9,0,5,8,1,5,200,158,16,8,6/18/2020,42,340143,Catawba Valley Medical Center,THPC
0,1,13,39,47,8,0,5,1,1,0,126,122,12,8,6/7/2020,4,340015,Novant Health - Rowan Medical Center,THPC
0,5,13,47,51,15,0,6,4,1,1,177,132,8,4,8/7/2020,45,340015,Novant Health - Rowan Medical Center,THPC
35,1,16,15,26,16,0,6,5,1,1,200,172,15,11,8/10/2020,28,340143,Catawba Valley Medical Center,THPC
35,-2,16,18,26,12,0,6,5,1,4,200,179,18,8,8/14/2020,21,340143,Catawba Valley Medical Center,THPC
8,3,16,9,12,17,0,6,10,1,2,199,105,13,3,7/23/2020,94,340039,Iredell Health System,THPC
8,0,16,3,12,9,0,6,6,1,0,199,83,16,9,6/15/2020,116,340039,Iredell Health System,THPC
25,12,24,19,24,13,0,6,0,1,0,180,142,12,5,7/24/2020,38,340116,Frye Regional MC,THPC
35,0,16,16,26,17,0,6,10,1,7,200,164,16,10,7/18/2020,36,340143,Catawba Valley Medical Center,THPC
35,4,16,21,26,13,0,6,7,1,5,200,150,12,5,7/4/2020,50,340143,Catawba Valley Medical Center,THPC
25,9,24,20,24,15,0,7,0,1,0,180,160,15,4,7/29/2020,20,340116,Frye Regional MC,THPC
35,0,16,16,26,12,0,7,2,1,0,200,159,16,10,8/13/2020,41,340143,Catawba Valley Medical Center,THPC
35,0,16,24,26,16,0,7,3,1,1,200,184,16,2,8/7/2020,16,340143,Catawba Valley Medical Center,THPC
0,0,16,6,12,21,0,7,4,1,0,199,116,16,6,7/11/2020,83,340039,Iredell Health System,THPC
8,2,16,7,12,17,0,7,9,1,4,199,111,14,5,7/21/2020,88,340039,Iredell Health System,THPC
8,1,16,8,12,13,0,7,7,1,1,199,115,15,4,7/1/2020,84,340039,Iredell Health System,THPC
8,0,16,8,12,14,0,7,2,1,0,199,84,16,4,6/29/2020,115,340039,Iredell Health System,THPC
35,2,16,15,26,16,0,7,8,1,2,200,158,14,11,7/19/2020,42,340143,Catawba Valley Medical Center,THPC
8,0,16,8,12,16,0,8,6,1,3,199,118,16,4,7/3/2020,81,340039,Iredell Health System,THPC
8,0,16,6,12,17,0,8,4,1,1,199,121,16,6,7/16/2020,78,340039,Iredell Health System,THPC
25,8,24,14,24,15,0,8,0,1,0,180,153,16,10,7/21/2020,27,340116,Frye Regional MC,THPC
25,6,24,21,24,15,0,8,0,1,0,180,174,18,3,7/16/2020,6,340116,Frye Regional MC,THPC
8,2,16,6,12,17,0,9,3,1,0,199,108,14,6,7/13/2020,91,340039,Iredell Health System,THPC
0,0,16,6,12,18,0,9,6,1,0,199,121,16,6,7/15/2020,78,340039,Iredell Health System,THPC
25,6,24,16,24,8,0,1,0,2,0,180,134,18,8,6/20/2020,46,340116,Frye Regional MC,THPC
25,5,24,17,24,7,0,1,0,2,0,180,142,19,7,6/21/2020,38,340116,Frye Regional MC,THPC
25,4,16,7,16,6,0,1,3,2,2,200,143,12,9,6/8/2020,57,340143,Catawba Valley Medical Center,THPC
8,2,16,9,12,10,0,2,8,2,6,199,95,14,3,8/11/2020,104,340039,Iredell Health System,THPC
0,4,13,41,51,14,0,2,4,2,0,178,142,9,10,8/12/2020,36,340015,Novant Health - Rowan Medical Center,THPC
0,4,13,40,50,12,0,2,0,2,0,176,152,9,10,7/21/2020,24,340015,Novant Health - Rowan Medical Center,THPC
25,3,24,19,24,9,0,2,0,2,0,180,143,21,5,6/24/2020,37,340116,Frye Regional MC,THPC
35,4,16,20,26,9,0,2,12,2,8,200,161,12,6,6/27/2020,39,340143,Catawba Valley Medical Center,THPC
35,3,16,14,26,17,0,2,12,2,4,200,162,13,12,7/11/2020,38,340143,Catawba Valley Medical Center,THPC
25,4,8,10,10,3,0,3,0,2,0,80,80,4,0,8/10/2020,0,340144,Davis Regional MC,THPC
0,-1,13,43,51,18,0,3,3,2,0,177,122,14,8,8/16/2020,55,340015,Novant Health - Rowan Medical Center,THPC
25,12,24,21,24,9,0,3,0,2,0,180,139,12,3,8/22/2020,41,340116,Frye Regional MC,THPC
25,10,24,16,24,10,0,3,0,2,0,180,140,14,8,8/16/2020,40,340116,Frye Regional MC,THPC
25,10,24,19,24,12,0,3,0,2,0,180,154,14,5,8/13/2020,26,340116,Frye Regional MC,THPC
35,0,16,17,26,17,0,3,9,2,4,200,179,16,9,7/27/2020,21,340143,Catawba Valley Medical Center,THPC
25,5,8,10,10,3,0,3,0,2,0,75,54,3,0,7/13/2020,21,340144,Davis Regional MC,THPC
0,1,13,39,47,11,0,3,1,2,0,126,137,12,8,6/12/2020,-11,340015,Novant Health - Rowan Medical Center,THPC
0,1,13,41,53,14,0,3,1,2,0,176,136,12,12,6/20/2020,40,340015,Novant Health - Rowan Medical Center,THPC
25,6,24,16,24,6,0,3,0,2,0,180,120,18,8,6/19/2020,60,340116,Frye Regional MC,THPC
25,7,16,19,26,9,0,3,9,2,4,200,149,9,7,6/12/2020,51,340143,Catawba Valley Medical Center,THPC
0,5,13,48,52,11,0,3,2,2,0,178,121,8,4,6/29/2020,57,340015,Novant Health - Rowan Medical Center,THPC
0,3,13,46,51,12,0,4,2,2,0,175,136,10,5,7/26/2020,39,340015,Novant Health - Rowan Medical Center,THPC
0,-4,13,41,51,18,0,4,4,2,0,179,125,17,10,8/15/2020,54,340015,Novant Health - Rowan Medical Center,THPC
25,10,24,20,24,12,0,4,0,2,0,180,146,14,4,8/6/2020,34,340116,Frye Regional MC,THPC
35,1,16,18,26,17,0,4,2,2,1,200,178,15,8,8/25/2020,22,340143,Catawba Valley Medical Center,THPC
35,1,16,18,26,15,0,4,8,2,3,200,188,15,8,7/30/2020,12,340143,Catawba Valley Medical Center,THPC
8,0,16,8,12,13,0,4,6,2,4,199,103,16,4,6/23/2020,96,340039,Iredell Health System,THPC
0,-1,13,31,41,8,0,4,1,2,0,126,154,14,10,6/4/2020,-28,340015,Novant Health - Rowan Medical Center,THPC
0,-2,13,44,52,10,0,4,3,2,1,176,129,15,8,7/12/2020,47,340015,Novant Health - Rowan Medical Center,THPC
0,1,13,41,47,13,0,4,5,2,0,126,142,12,6,6/15/2020,-16,340015,Novant Health - Rowan Medical Center,THPC
8,3,16,10,15,15,0,5,4,2,1,199,115,13,5,8/25/2020,84,340039,Iredell Health System,THPC
0,-4,13,43,51,16,0,5,0,2,0,179,156,17,8,7/28/2020,23,340015,Novant Health - Rowan Medical Center,THPC
0,3,13,45,51,15,0,5,4,2,1,177,136,10,6,7/27/2020,41,340015,Novant Health - Rowan Medical Center,THPC
0,-2,13,40,51,17,0,5,3,2,1,178,148,15,11,8/13/2020,30,340015,Novant Health - Rowan Medical Center,THPC
25,7,24,17,24,11,0,5,0,2,0,180,145,17,7,8/3/2020,35,340116,Frye Regional MC,THPC
35,3,16,19,26,16,0,5,2,2,2,200,185,13,7,8/19/2020,15,340143,Catawba Valley Medical Center,THPC
8,1,16,4,12,12,0,5,3,2,1,199,110,15,8,6/19/2020,89,340039,Iredell Health System,THPC
35,-2,16,13,26,20,0,5,5,2,3,200,165,18,13,7/16/2020,35,340143,Catawba Valley Medical Center,THPC
35,0,16,14,26,22,0,5,8,2,5,200,174,16,12,7/17/2020,26,340143,Catawba Valley Medical Center,THPC
0,3,13,46,51,16,0,6,0,2,0,176,122,10,5,8/8/2020,54,340015,Novant Health - Rowan Medical Center,THPC
0,3,13,47,51,19,0,6,6,2,0,177,128,10,4,8/6/2020,49,340015,Novant Health - Rowan Medical Center,THPC
0,0,13,45,51,16,0,6,2,2,1,177,145,13,6,8/5/2020,32,340015,Novant Health - Rowan Medical Center,THPC
0,-4,13,41,51,19,0,6,1,2,1,179,139,17,10,8/14/2020,40,340015,Novant Health - Rowan Medical Center,THPC
25,9,24,17,24,14,0,6,0,2,0,180,180,15,7,7/25/2020,0,340116,Frye Regional MC,THPC
35,2,16,20,26,17,0,6,6,2,2,200,169,14,6,8/23/2020,31,340143,Catawba Valley Medical Center,THPC
8,2,16,5,12,16,0,6,7,2,3,199,92,14,7,7/20/2020,107,340039,Iredell Health System,THPC
25,10,24,20,24,18,0,6,1,2,0,180,144,14,4,7/19/2020,36,340116,Frye Regional MC,THPC
25,10,24,18,24,12,0,6,0,2,0,180,141,14,6,7/23/2020,39,340116,Frye Regional MC,THPC
25,7,24,18,24,15,0,7,0,2,0,180,143,17,6,8/8/2020,37,340116,Frye Regional MC,THPC
35,1,16,16,26,14,0,7,7,2,2,200,188,15,10,8/15/2020,12,340143,Catawba Valley Medical Center,THPC
8,2,16,8,12,13,0,7,5,2,3,199,98,14,4,6/30/2020,101,340039,Iredell Health System,THPC
8,3,16,8,12,16,0,7,2,2,2,199,110,13,4,7/2/2020,89,340039,Iredell Health System,THPC
25,7,24,20,24,17,0,8,0,2,0,180,166,17,4,7/17/2020,14,340116,Frye Regional MC,THPC
25,4,24,21,24,14,0,8,0,2,0,180,158,20,3,7/15/2020,22,340116,Frye Regional MC,THPC
25,4,24,20,24,10,0,1,0,3,0,180,142,20,4,6/23/2020,38,340116,Frye Regional MC,THPC
25,9,24,20,24,7,0,2,0,3,0,180,146,15,4,8/21/2020,34,340116,Frye Regional MC,THPC
25,2,16,20,26,10,0,2,7,3,5,200,153,14,6,6/16/2020,47,340143,Catawba Valley Medical Center,THPC
0,4,13,48,52,10,0,2,1,3,0,177,127,9,4,6/27/2020,50,340015,Novant Health - Rowan Medical Center,THPC
0,2,13,39,50,14,0,2,1,3,1,179,144,11,11,7/18/2020,35,340015,Novant Health - Rowan Medical Center,THPC
35,1,16,16,26,11,0,3,9,3,8,200,180,15,10,6/29/2020,20,340143,Catawba Valley Medical Center,THPC
0,2,13,38,50,13,0,3,1,3,0,178,142,11,12,7/19/2020,36,340015,Novant Health - Rowan Medical Center,THPC
35,1,16,20,26,13,0,3,7,3,4,200,166,15,6,7/7/2020,34,340143,Catawba Valley Medical Center,THPC
0,1,13,30,41,10,0,3,0,3,0,126,155,12,11,6/3/2020,-29,340015,Novant Health - Rowan Medical Center,THPC
8,1,16,11,15,13,0,4,5,3,2,199,115,15,4,8/5/2020,84,340039,Iredell Health System,THPC
8,1,16,9,12,15,0,4,7,3,4,199,118,15,3,8/14/2020,81,340039,Iredell Health System,THPC
35,1,16,16,26,19,0,4,9,3,3,200,160,15,10,7/12/2020,40,340143,Catawba Valley Medical Center,THPC
35,1,16,16,26,20,0,4,18,3,8,200,171,15,10,7/13/2020,29,340143,Catawba Valley Medical Center,THPC
0,-2,13,37,47,13,0,4,1,3,1,126,121,15,10,6/13/2020,5,340015,Novant Health - Rowan Medical Center,THPC
8,1,16,10,12,11,0,5,10,3,2,199,120,15,2,8/13/2020,79,340039,Iredell Health System,THPC
35,5,16,18,26,17,0,5,3,3,2,200,180,11,8,8/20/2020,20,340143,Catawba Valley Medical Center,THPC
0,0,13,47,51,15,0,6,3,3,3,175,127,13,4,8/3/2020,48,340015,Novant Health - Rowan Medical Center,THPC
8,6,16,10,12,15,0,6,6,3,2,199,103,10,2,6/25/2020,96,340039,Iredell Health System,THPC
0,-4,13,47,51,14,0,7,1,3,1,176,142,17,4,8/4/2020,34,340015,Novant Health - Rowan Medical Center,THPC
0,0,13,46,51,18,0,7,1,3,1,178,127,13,5,8/9/2020,51,340015,Novant Health - Rowan Medical Center,THPC
35,2,16,18,26,16,0,7,6,3,2,200,189,14,8,8/16/2020,11,340143,Catawba Valley Medical Center,THPC
35,3,16,15,26,16,0,7,6,3,4,200,169,13,11,8/8/2020,31,340143,Catawba Valley Medical Center,THPC
35,0,16,19,26,12,0,7,8,3,4,200,171,16,7,7/2/2020,29,340143,Catawba Valley Medical Center,THPC
25,7,24,21,24,13,0,7,0,3,0,180,154,17,3,7/14/2020,26,340116,Frye Regional MC,THPC
25,0,24,22,24,8,0,3,0,4,0,180,134,24,2,7/9/2020,46,340116,Frye Regional MC,THPC
35,5,16,21,26,14,0,3,7,4,5,200,179,11,5,7/8/2020,21,340143,Catawba Valley Medical Center,THPC
8,1,16,11,15,11,0,4,8,4,3,199,105,15,4,8/4/2020,94,340039,Iredell Health System,THPC
25,10,24,22,24,11,0,4,0,4,0,180,145,14,2,8/12/2020,35,340116,Frye Regional MC,THPC
8,1,16,6,12,20,0,6,3,4,2,199,124,15,6,7/10/2020,75,340039,Iredell Health System,THPC
25,8,24,21,24,11,0,6,0,4,0,180,146,16,3,7/13/2020,34,340116,Frye Regional MC,THPC
35,1,16,13,26,23,0,3,11,5,1,200,154,15,13,7/14/2020,46,340143,Catawba Valley Medical Center,THPC
35,2,16,20,26,20,0,6,3,5,2,200,179,14,6,8/21/2020,21,340143,Catawba Valley Medical Center,THPC
8,0,16,6,12,20,0,3,2,8,1,199,131,16,6,8/21/2020,68,340039,Iredell Health System,THPC
25,13,24,17,24,6,1,2,0,0,0,180,145,11,7,8/18/2020,35,340116,Frye Regional MC,THPC
0,4,16,11,12,10,1,3,11,0,0,199,105,12,1,8/12/2020,94,340039,Iredell Health System,THPC
8,6,16,10,12,10,1,3,2,0,0,199,116,10,2,8/6/2020,83,340039,Iredell Health System,THPC
25,10,24,19,24,5,1,3,0,0,0,180,156,14,5,8/20/2020,24,340116,Frye Regional MC,THPC
0,5,16,10,12,10,1,4,12,0,6,199,94,11,2,7/25/2020,105,340039,Iredell Health System,THPC
25,10,24,19,24,11,1,4,0,0,0,180,148,14,5,8/10/2020,32,340116,Frye Regional MC,THPC
8,6,16,10,12,14,1,4,11,0,2,199,98,10,2,7/24/2020,101,340039,Iredell Health System,THPC
35,3,16,17,26,18,1,4,5,0,1,200,163,13,9,7/23/2020,37,340143,Catawba Valley Medical Center,THPC
35,1,16,16,26,9,1,5,12,0,10,200,173,15,10,7/1/2020,27,340143,Catawba Valley Medical Center,THPC
25,10,24,19,24,16,1,6,0,0,0,180,164,14,5,7/28/2020,16,340116,Frye Regional MC,THPC
35,3,16,18,26,19,1,8,5,0,3,200,177,13,8,8/18/2020,23,340143,Catawba Valley Medical Center,THPC
8,8,16,11,12,10,1,1,3,1,1,199,110,8,1,8/7/2020,89,340039,Iredell Health System,THPC
0,3,13,48,52,10,1,1,1,1,0,180,120,10,4,6/26/2020,60,340015,Novant Health - Rowan Medical Center,THPC
0,0,16,4,12,17,1,3,6,1,1,199,125,16,8,8/23/2020,74,340039,Iredell Health System,THPC
0,4,13,46,51,15,1,3,1,1,1,177,149,9,5,7/30/2020,28,340015,Novant Health - Rowan Medical Center,THPC
0,2,13,49,51,12,1,4,5,1,2,172,116,11,2,8/2/2020,56,340015,Novant Health - Rowan Medical Center,THPC
35,3,16,15,26,11,1,5,6,1,3,200,166,13,11,8/5/2020,34,340143,Catawba Valley Medical Center,THPC
35,5,16,21,26,16,1,5,5,1,3,200,165,11,5,8/22/2020,35,340143,Catawba Valley Medical Center,THPC
8,2,16,4,12,11,1,5,3,1,0,199,99,14,8,6/16/2020,100,340039,Iredell Health System,THPC
0,2,16,7,12,15,1,7,7,1,1,199,101,14,5,7/4/2020,98,340039,Iredell Health System,THPC
25,8,24,15,24,15,1,8,0,1,0,180,158,16,9,7/22/2020,22,340116,Frye Regional MC,THPC
0,7,13,45,53,9,1,0,3,2,0,178,146,6,8,6/23/2020,32,340015,Novant Health - Rowan Medical Center,THPC
8,2,16,8,12,16,1,6,11,2,3,199,117,14,4,7/22/2020,82,340039,Iredell Health System,THPC
25,2,16,8,16,4,1,1,11,3,9,200,145,14,8,6/7/2020,55,340143,Catawba Valley Medical Center,THPC
35,0,16,21,26,17,1,3,7,3,3,200,174,16,5,7/31/2020,26,340143,Catawba Valley Medical Center,THPC
35,-2,16,17,26,10,1,3,8,3,4,200,183,18,9,6/30/2020,17,340143,Catawba Valley Medical Center,THPC
0,-1,13,46,51,15,1,4,7,3,2,178,152,14,5,7/29/2020,26,340015,Novant Health - Rowan Medical Center,THPC
35,0,16,16,26,15,1,5,9,3,3,200,193,16,10,7/29/2020,7,340143,Catawba Valley Medical Center,THPC
0,-4,13,36,47,10,1,5,0,3,0,126,128,17,11,6/8/2020,-2,340015,Novant Health - Rowan Medical Center,THPC
35,3,16,17,26,15,1,4,5,4,2,200,177,13,9,8/6/2020,23,340143,Catawba Valley Medical Center,THPC
35,3,16,16,26,20,1,8,4,5,2,200,189,13,10,8/17/2020,11,340143,Catawba Valley Medical Center,THPC
35,0,16,13,26,21,1,7,9,6,3,200,171,16,13,7/21/2020,29,340143,Catawba Valley Medical Center,THPC
8,4,16,11,15,12,2,3,2,0,1,199,86,12,4,8/17/2020,113,340039,Iredell Health System,THPC
25,8,24,21,24,13,2,3,0,2,2,180,175,16,3,7/18/2020,5,340116,Frye Regional MC,THPC
35,3,16,13,26,19,2,4,12,3,5,200,176,13,13,7/22/2020,24,340143,Catawba Valley Medical Center,THPC
35,4,16,19,26,16,3,4,5,2,3,200,162,12,7,8/24/2020,38,340143,Catawba Valley Medical Center,THPC
8,0,16,3,12,11,7,5,2,1,1,199,109,16,9,6/18/2020,90,340039,Iredell Health System,THPC
20,9,14,16,17,1,0,0,15,0,6,94,58,5,1,6/6/2020,36,340071,Harnett Health,CapRAC
20,7,14,17,17,1,0,0,7,0,4,98,61,7,0,6/4/2020,37,340071,Harnett Health,CapRAC
20,8,14,17,17,1,0,0,8,0,4,90,60,6,0,6/5/2020,30,340071,Harnett Health,CapRAC
20,7,14,13,17,4,0,0,11,0,11,98,82,7,4,7/15/2020,16,340071,Harnett Health,CapRAC
20,7,14,16,17,7,0,1,6,0,4,110,91,7,1,8/13/2020,19,340071,Harnett Health,CapRAC
20,8,14,16,17,4,0,1,2,0,3,98,78,6,1,7/17/2020,20,340071,Harnett Health,CapRAC
20,5,14,15,17,2,0,1,6,0,4,98,74,9,2,7/1/2020,24,340071,Harnett Health,CapRAC
20,8,14,17,17,2,0,1,10,0,3,88,56,6,0,6/7/2020,32,340071,Harnett Health,CapRAC
20,6,14,16,17,2,0,1,2,0,5,100,66,8,1,7/18/2020,34,340071,Harnett Health,CapRAC
20,7,14,16,17,4,0,1,5,0,11,102,83,7,1,7/16/2020,19,340071,Harnett Health,CapRAC
20,9,14,16,17,2,0,1,3,0,5,84,56,5,1,7/19/2020,28,340071,Harnett Health,CapRAC
20,5,14,16,17,2,0,1,3,0,6,96,57,9,1,7/20/2020,39,340071,Harnett Health,CapRAC
20,6,14,16,17,3,0,1,4,0,7,88,64,8,1,7/2/2020,24,340071,Harnett Health,CapRAC
20,6,14,15,17,1,0,1,7,0,8,104,63,8,2,6/30/2020,41,340071,Harnett Health,CapRAC
20,5,14,15,17,3,0,1,8,0,10,104,85,9,2,7/14/2020,19,340071,Harnett Health,CapRAC
20,4,14,16,17,4,0,2,7,0,2,94,72,10,1,8/15/2020,22,340071,Harnett Health,CapRAC
20,8,14,17,17,5,0,2,8,0,2,102,83,6,0,8/25/2020,19,340071,Harnett Health,CapRAC
20,7,14,17,17,6,0,2,2,0,2,106,79,7,0,8/14/2020,27,340071,Harnett Health,CapRAC
20,4,14,15,17,8,0,2,2,0,2,102,71,10,2,7/30/2020,31,340071,Harnett Health,CapRAC
20,6,14,17,17,4,0,2,3,0,3,99,65,8,0,8/8/2020,34,340071,Harnett Health,CapRAC
20,5,14,17,17,5,0,2,3,0,3,106,93,9,0,8/10/2020,13,340071,Harnett Health,CapRAC
20,5,14,17,17,6,0,2,3,0,4,96,73,9,0,8/6/2020,23,340071,Harnett Health,CapRAC
20,8,14,17,17,5,0,2,6,0,6,102,73,6,0,8/11/2020,29,340071,Harnett Health,CapRAC
20,5,14,17,17,5,0,2,8,0,7,96,77,9,0,8/7/2020,19,340071,Harnett Health,CapRAC
20,6,14,16,17,4,0,2,8,0,8,106,79,8,1,7/8/2020,27,340071,Harnett Health,CapRAC
20,2,14,16,17,4,0,2,6,0,5,98,81,12,1,7/9/2020,17,340071,Harnett Health,CapRAC
20,6,14,14,17,5,0,2,8,0,5,98,55,8,3,6/15/2020,43,340071,Harnett Health,CapRAC
20,2,14,16,17,3,0,2,4,0,5,96,74,12,1,7/10/2020,22,340071,Harnett Health,CapRAC
20,3,14,16,17,4,0,2,9,0,7,96,67,11,1,7/11/2020,29,340071,Harnett Health,CapRAC
20,6,14,17,17,3,0,2,11,0,9,96,60,8,0,6/9/2020,36,340071,Harnett Health,CapRAC
20,5,14,16,17,7,0,2,7,0,9,96,60,9,1,7/12/2020,36,340071,Harnett Health,CapRAC
20,3,14,17,17,3,0,2,8,0,5,104,74,11,0,6/10/2020,30,340071,Harnett Health,CapRAC
20,7,14,15,17,4,0,2,7,0,6,90,63,7,2,6/29/2020,27,340071,Harnett Health,CapRAC
20,6,14,16,17,4,0,2,7,0,5,94,78,8,1,7/13/2020,16,340071,Harnett Health,CapRAC
20,7,14,17,17,5,0,3,6,0,3,100,75,7,0,8/22/2020,25,340071,Harnett Health,CapRAC
20,6,14,16,17,4,0,3,18,0,6,90,56,8,1,6/14/2020,34,340071,Harnett Health,CapRAC
20,4,14,13,17,5,0,3,16,0,1,93,78,10,4,6/27/2020,15,340071,Harnett Health,CapRAC
20,6,14,15,17,4,0,3,14,0,1,94,62,8,2,6/28/2020,32,340071,Harnett Health,CapRAC
20,4,14,13,17,6,0,3,3,0,2,92,72,10,4,6/17/2020,20,340071,Harnett Health,CapRAC
20,4,14,13,17,7,0,3,18,0,4,110,78,10,4,6/26/2020,32,340071,Harnett Health,CapRAC
20,4,14,13,17,6,0,3,15,0,2,110,79,10,4,6/25/2020,31,340071,Harnett Health,CapRAC
20,7,14,16,17,4,0,3,9,0,7,88,55,7,1,7/4/2020,33,340071,Harnett Health,CapRAC
20,6,14,13,17,8,0,3,6,0,3,91,71,8,4,6/19/2020,20,340071,Harnett Health,CapRAC
20,8,14,16,17,6,0,3,10,0,10,98,72,6,1,7/7/2020,26,340071,Harnett Health,CapRAC
20,6,14,14,17,5,0,3,13,0,10,94,76,8,3,6/18/2020,18,340071,Harnett Health,CapRAC
20,5,14,17,17,6,0,4,8,0,5,94,71,9,0,8/21/2020,23,340071,Harnett Health,CapRAC
