Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
56,1,8,10,10,8,0,5,2,0,2,67,28,7,0,12/14/2020,39,340024,Sampson Regional Medical Center,MCRHC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,1/24/2021,3,341323,Cannon Hospital,MAHPC
0,4,4,3,3,0,0,0,1,0,0,27,17,0,0,11/22/2020,10,341315,Cape Fear Valley Bladen Hospital,SHPR
29,1,6,15,17,6,1,4,2,0,1,62,41,5,2,12/1/2020,21,340068,Columbus Regional Healthcare System,SHPR
57,3,12,9,10,1,0,1,6,1,1,53,41,9,1,11/13/2020,12,340091,Cone Health Annie Penn Hospital,THPC
48,3,17,28,36,37,0,6,0,6,1,283,211,14,8,12/31/2020,72,340155,Duke Regional Hospital,DHPC
10,0,18,27,41,36,1,5,22,3,6,203,140,18,14,12/2/2020,63,340021,Atrium Health - Cleveland,MHPC
6,0,0,6,6,1,0,0,5,0,0,59,30,0,0,12/27/2020,29,340037,Atrium Health - Kings Mountain,MHPC
10,3,10,15,16,7,0,2,11,3,4,84,29,7,1,11/19/2020,55,340119,Atrium Health - Stanly,MHPC
0,0,0,0,2,0,0,0,0,0,0,6,2,0,2,12/27/2020,4,341320,Alleghany Memorial Hospital,THPC
25,1,6,3,4,3,0,2,0,0,0,31,16,5,1,12/2/2020,15,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
20,13,70,34,57,18,0,1,35,10,4,608,429,57,23,11/10/2020,179,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
67,0,9,14,17,77,0,9,19,10,0,76,76,9,3,11/16/2020,0,340091,Women's Hospital,THPC
22,0,18,4,17,93,2,18,1,7,0,94,94,18,13,1/14/2021,0,340091,Women's Hospital,THPC
0,0,0,5,5,3,0,0,3,0,1,23,9,0,0,1/6/2021,14,340084,Atrium Health - Anson,MHPC
56,2,8,10,10,8,0,2,0,0,0,67,31,6,0,12/1/2020,36,340024,Sampson Regional Medical Center,MCRHC
72,0,8,5,6,7,0,1,0,0,0,53,48,8,1,12/18/2020,5,340020,Central Carolina Hospital,CapRAC
8,0,10,5,9,1,0,4,0,1,0,90,83,10,4,1/21/2021,7,340099,Vidant Roanoke Chowan Hospital,EHPC
0,2,9,3,3,0,0,0,2,0,3,30,21,7,0,11/12/2020,9,341319,Transylvania Regional Hospital,MAHPC
0,0,8,0,8,9,0,4,0,2,0,111,50,8,8,12/13/2020,61,340064,WFBMC - Wilkes Regional MC,THPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11/18/2020,0,341316,Highlands Cashiers Hospital,MAHPC
54,7,16,23,37,15,0,5,11,2,11,104,62,9,14,1/31/2021,42,340109,Sentara Albemarle Medical Center,EHPC
23,1,8,6,9,3,0,2,1,3,1,60,57,7,3,12/26/2020,3,340107,Vidant Edgecombe Hospital,EHPC
25,8,24,16,24,27,0,8,0,4,0,204,187,16,8,11/21/2020,17,340116,Frye Regional MC,THPC
31,0,4,17,24,25,0,3,0,2,0,71,63,4,7,1/7/2021,8,340014,Novant Health - Forsyth MC,THPC
18,1,14,31,38,26,0,7,16,4,7,176,118,13,7,11/25/2020,58,340130,Atrium Health - Union,MHPC
23,0,18,4,17,95,0,18,8,11,0,93,93,18,13,12/8/2020,0,340091,Women's Hospital,THPC
65,2,12,14,17,35,1,7,3,3,5,178,143,10,3,12/24/2020,35,340173,Wake Medical Center Cary,CapRAC
0,4,14,18,26,20,1,0,1,2,1,261,125,10,8,12/1/2020,136,340027,UNC Lenoir Hospital,EHPC
48,18,125,118,227,125,1,30,49,13,26,925,769,107,109,1/23/2021,156,340113,Atrium Health - Main,MHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,11/13/2020,4,341320,Alleghany Memorial Hospital,THPC
49,2,20,9,10,39,0,2,1,2,0,167,126,18,1,1/20/2021,41,340091,Cone Health Wesley Long Hospital,THPC
46,17,136,213,295,80,1,32,1,10,21,817,631,119,82,12/23/2020,186,340061,UNC Medical Center,MCRHC
12,0,6,8,12,12,0,4,8,2,3,70,50,6,4,11/15/2020,20,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
30,2,8,10,12,9,0,3,0,1,0,77,54,6,2,1/31/2021,23,340132,Maria Parham Medical Center,DHPC
0,0,4,3,3,1,0,0,0,0,1,27,23,4,0,1/14/2021,4,341315,Cape Fear Valley Bladen Hospital,SHPR
0,4,4,4,4,10,0,0,3,1,3,49,21,0,0,12/2/2020,28,340188,Cape Fear Valley Hoke Hospital,MCRHC
69,15,64,50,68,31,2,10,46,1,14,503,386,49,18,11/1/2020,117,340001,Atrium Health - Cabarrus,MHPC
0,0,0,2,2,0,0,0,0,0,0,6,5,0,0,12/21/2020,1,341320,Alleghany Memorial Hospital,THPC
,,,,,,,,,,,,,,,1/17/2021,,101,Naval Medical Center Camp Lejeune,SHPR
32,6,21,39,45,33,0,8,0,9,11,277,132,15,6,12/13/2020,145,340147,Nash Health Care System,EHPC
10,1,6,8,4,9,0,3,0,1,0,53,42,5,-4,12/23/2020,11,340127,Granville Health System,DHPC
56,1,8,10,10,7,0,3,0,1,0,67,25,7,0,12/12/2020,42,340024,Sampson Regional Medical Center,MCRHC
11,4,13,22,25,10,2,4,1,3,0,150,84,9,3,12/5/2020,66,340085,Novant Health - Thomasville MC,THPC
8,0,8,6,9,1,0,3,0,1,0,86,83,8,3,1/12/2021,3,340099,Vidant Roanoke Chowan Hospital,EHPC
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,12/26/2020,0,341316,Highlands Cashiers Hospital,MAHPC
60,27,120,93,181,36,0,11,0,10,0,888,804,93,88,11/1/2020,84,340040,Vidant Medical Center,EHPC
4,35,181,111,134,43,0,16,6,5,11,487,356,146,23,11/26/2020,131,340114,UNC Rex Hospital,MCRHC
23,0,8,7,9,0,0,2,0,0,0,60,60,8,2,12/28/2020,0,340107,Vidant Edgecombe Hospital,EHPC
68,0,9,13,17,74,2,10,16,5,0,76,76,9,4,11/11/2020,0,340091,Women's Hospital,THPC
0,0,0,2,2,1,0,0,0,1,0,6,6,0,0,11/27/2020,0,341320,Alleghany Memorial Hospital,THPC
51,0,16,11,21,48,0,10,0,3,0,154,112,16,10,12/25/2020,42,340039,Iredell Health System,THPC
0,0,0,15,15,0,0,0,0,0,0,38,21,0,0,11/16/2020,17,340148,Novant Health - Medical Park Hospital,THPC
11,0,0,2,2,3,0,0,0,0,1,12,8,0,0,1/22/2021,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
76,1,20,8,10,16,0,2,0,1,0,171,99,19,2,1/31/2021,72,340091,Cone Health Wesley Long Hospital,THPC
143,2,65,25,52,46,1,6,5,5,15,631,499,63,27,11/16/2020,132,340028,Cape Fear Valley Medical Center,MCRHC
1,0,0,2,2,0,0,0,0,0,0,17,8,0,0,1/21/2021,9,341305,Swain Hospital,MAHPC
5,0,0,10,11,6,0,0,4,5,2,49,39,0,1,12/30/2020,10,340123,Randolph Hospital,THPC
36,3,10,20,22,15,1,5,3,2,1,113,64,7,2,12/30/2020,49,340145,Atrium Health - Lincoln,MHPC
0,0,0,2,2,1,1,0,4,1,1,23,7,0,0,12/23/2020,16,340084,Atrium Health - Anson,MHPC
0,0,0,5,5,6,0,0,2,1,0,23,7,0,0,1/28/2021,16,340084,Atrium Health - Anson,MHPC
31,0,4,19,24,19,0,3,0,2,0,97,94,4,5,1/27/2021,3,340014,Novant Health - Forsyth MC,THPC
277,7,109,51,130,45,1,17,2,6,1,870,842,102,79,11/12/2020,28,340030,Duke University Hospital,DHPC
56,2,8,10,10,9,0,4,0,2,0,67,28,6,0,12/20/2020,39,340024,Sampson Regional Medical Center,MCRHC
72,0,8,5,6,5,0,1,0,1,0,53,48,8,1,12/19/2020,5,340020,Central Carolina Hospital,CapRAC
60,22,120,90,181,51,0,8,0,4,0,888,799,98,91,11/15/2020,89,340040,Vidant Medical Center,EHPC
31,0,4,22,24,18,1,2,1,2,0,115,113,4,2,12/17/2020,2,340014,Novant Health - Forsyth MC,THPC
16,0,0,3,3,0,0,0,0,0,1,55,31,0,0,11/6/2020,24,340069,Wake Medical Center,CapRAC
10,2,7,17,18,2,0,0,0,1,0,77,38,5,1,11/4/2020,39,340190,Novant Health - Mint Hill,THPC
0,1,8,6,8,10,0,3,0,2,0,113,44,7,2,11/13/2020,69,340064,WFBMC - Wilkes Regional MC,THPC
281,8,48,98,191,32,0,7,6,4,1,795,670,40,93,11/6/2020,125,340053,Novant Health - Presbyterian,MHPC
12,5,10,10,13,15,1,5,0,3,0,96,66,5,3,12/25/2020,30,340051,Watauga Medical Center,THPC
0,2,22,42,51,31,1,8,1,6,0,269,166,20,9,12/5/2020,103,340015,Novant Health - Rowan Medical Center,THPC
40,0,15,8,17,78,4,16,8,11,0,77,77,15,9,11/30/2020,0,340091,Women's Hospital,THPC
8,0,8,2,9,1,0,4,0,1,0,86,82,8,7,1/9/2021,4,340099,Vidant Roanoke Chowan Hospital,EHPC
21,7,59,19,34,57,1,16,1,8,16,177,136,52,15,1/14/2021,41,340090,Johnston UNC Health Care,CapRAC
12,0,6,7,12,21,0,5,6,2,3,72,54,6,5,1/12/2021,18,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
281,10,69,104,189,100,1,8,9,12,0,864,676,59,85,1/17/2021,188,340053,Novant Health - Presbyterian,MHPC
1,0,0,2,2,0,0,0,0,0,0,12,6,0,0,12/11/2020,6,341305,Swain Hospital,MAHPC
33,6,21,44,45,35,1,7,1,4,9,277,130,15,1,12/23/2020,147,340147,Nash Health Care System,EHPC
13,10,20,26,34,7,0,2,20,0,2,232,146,10,8,12/15/2020,86,340113,Atrium Health - Main,MHPC
0,4,10,3,9,8,0,4,7,0,7,125,43,6,6,1/24/2021,82,340013,Rutherford Regional Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,18,11,0,0,1/4/2021,7,341307,Pender Memorial Hospital,SHPR
,,,,,,,,,,,,,,,12/24/2020,,102,Womack Army Medical Center,MCRHC
60,0,10,15,36,26,1,10,2,5,2,98,61,10,21,12/8/2020,37,340109,Sentara Albemarle Medical Center,EHPC
37,1,12,3,14,2,0,6,2,2,7,142,141,11,11,11/23/2020,1,340042,Onslow Memorial Hospital,EHPC
37,9,12,11,14,0,0,1,5,2,3,142,131,3,3,11/3/2020,11,340042,Onslow Memorial Hospital,EHPC
60,3,10,16,36,15,0,5,7,3,6,98,74,7,20,12/5/2020,24,340109,Sentara Albemarle Medical Center,EHPC
277,5,119,63,130,77,1,28,0,9,3,865,778,114,67,12/12/2020,87,340030,Duke University Hospital,DHPC
36,0,10,25,26,42,2,9,3,6,2,113,86,10,1,1/14/2021,27,340145,Atrium Health - Lincoln,MHPC
10,3,10,11,12,3,0,4,0,0,0,89,81,7,1,11/14/2020,8,340142,Carteret General Hospital,EHPC
7,0,9,9,10,10,0,1,0,3,0,34,33,9,1,12/2/2020,1,340120,Vidant Duplin Hospital,EHPC
10,0,8,8,9,0,0,3,0,0,0,84,69,8,1,11/21/2020,15,340099,Vidant Roanoke Chowan Hospital,EHPC
10,2,10,16,21,12,0,6,3,2,0,84,47,8,5,1/24/2021,37,340119,Atrium Health - Stanly,MHPC
0,3,9,3,3,0,0,0,1,0,0,30,24,6,0,11/11/2020,6,341319,Transylvania Regional Hospital,MAHPC
26,17,69,39,57,41,0,9,37,10,5,602,398,52,18,11/24/2020,204,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
7,0,0,4,4,1,0,0,0,1,0,25,13,0,0,1/2/2021,12,341327,Dosher Memorial Hospital,SHPR
0,0,1,4,4,2,0,0,1,0,0,25,18,1,0,11/21/2020,7,340087,McDowell Hospital,MAHPC
10,2,6,8,8,0,0,1,0,0,0,48,38,4,0,11/3/2020,10,340127,Granville Health System,DHPC
0,8,18,7,9,8,0,3,1,1,0,113,47,10,2,12/2/2020,66,340096,WFBMC - Lexington MC,THPC
16,0,8,10,13,20,0,3,0,3,0,104,95,8,3,11/19/2020,9,340008,Scotland Health Care System,MHPC
49,0,8,16,22,54,0,7,1,6,1,264,142,8,6,1/14/2021,122,340183,Novant Health - Huntersville,MHPC
31,0,4,18,24,23,0,3,0,0,0,71,65,4,6,1/8/2021,6,340014,Novant Health - Forsyth MC,THPC
18,2,6,6,7,5,0,3,2,0,2,18,14,4,1,12/25/2020,4,340133,Martin General Hospital,EHPC
0,3,14,29,41,25,0,0,0,7,0,261,133,11,12,12/29/2020,128,340027,UNC Lenoir Hospital,EHPC
31,0,4,21,24,23,0,3,0,8,0,71,67,4,3,1/12/2021,4,340014,Novant Health - Forsyth MC,THPC
27,0,0,13,13,1,0,0,0,0,0,42,37,0,0,1/25/2021,5,340014,Novant Health - Forsyth MC,THPC
30,9,106,147,230,155,2,35,17,20,1,1007,781,97,83,1/2/2021,226,340014,Novant Health - Forsyth MC,THPC
13,11,20,21,34,30,1,10,18,1,7,216,151,9,13,1/20/2021,65,340113,Atrium Health - Main,MHPC
3,6,27,22,47,96,1,4,3,5,4,406,376,21,25,12/14/2020,30,340032,CaroMont Health,MHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,11/3/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,0,0,1,1,0,0,0,0,0,0,8,2,0,0,1/19/2021,6,341323,Cannon Hospital,MAHPC
0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12/3/2020,5,341323,Cannon Hospital,MAHPC
53,2,17,30,43,25,0,2,3,6,8,260,129,15,13,11/21/2020,131,340010,Wayne UNC Health Care,EHPC
44,9,121,105,188,62,0,19,58,2,26,871,780,112,83,11/13/2020,91,340113,Atrium Health - Main,MHPC
41,17,22,34,37,25,0,3,2,2,6,153,83,5,3,1/12/2021,70,340017,Pardee Hospital,MAHPC
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,12/17/2020,1,341304,Vidant Bertie Hospital,EHPC
0,5,14,8,9,9,1,4,0,2,0,74,36,9,1,1/31/2021,38,340096,WFBMC - Lexington MC,THPC
4,3,8,6,6,4,0,1,0,1,0,53,39,5,0,11/17/2020,14,340115,FirstHealth Richmond Memorial Hospital,MCRHC
16,1,4,6,6,3,0,0,0,1,1,20,13,3,0,11/11/2020,7,341311,UNC Chatham Hospital,MCRHC
25,6,8,14,14,0,0,0,0,0,0,88,45,2,0,11/2/2020,43,340144,Davis Regional MC,THPC
60,11,30,17,22,55,1,5,15,8,0,220,122,19,5,1/1/2021,98,340070,Alamance Regional Medical Center,MCRHC
0,0,0,2,2,0,0,0,4,0,0,15,5,0,0,11/1/2020,10,340084,Atrium Health - Anson,MHPC
64,2,15,21,25,9,0,1,0,0,1,180,151,13,4,11/23/2020,29,340073,Duke Raleigh Hospital,DHPC
,,,,,,,,,,,,,,,1/6/2021,,101,Naval Medical Center Camp Lejeune,SHPR
23,1,26,12,25,48,0,15,3,3,0,244,182,25,13,1/4/2021,62,340004,WFBMC- High Point MC,THPC
5,0,0,10,11,7,0,0,0,2,0,45,36,0,1,1/13/2021,9,340123,Randolph Hospital,THPC
21,11,59,17,34,56,1,15,0,6,11,177,132,48,17,1/12/2021,45,340090,Johnston UNC Health Care,CapRAC
11,1,13,16,25,19,1,8,1,1,0,150,90,12,9,1/18/2021,60,340085,Novant Health - Thomasville MC,THPC
5,4,9,8,12,0,0,3,0,0,0,95,51,5,4,11/22/2020,44,340016,Harris Hosptial,MAHPC
7,0,0,4,4,1,0,0,0,1,0,25,7,0,0,1/4/2021,18,341327,Dosher Memorial Hospital,SHPR
58,1,19,6,9,18,0,18,0,4,0,82,70,18,3,12/10/2020,12,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
24,0,8,26,30,10,2,0,22,0,6,126,126,8,4,11/29/2020,0,340166,Atrium Health - University,MHPC
29,1,20,10,10,20,0,4,21,5,3,146,121,19,0,12/9/2020,25,340091,Cone Health Wesley Long Hospital,THPC
1,0,0,2,2,0,0,0,0,0,0,12,2,0,0,11/16/2020,10,341305,Swain Hospital,MAHPC
21,1,12,22,26,36,1,9,8,3,6,126,87,11,4,1/17/2021,39,340041,UNC- Caldwell Memorial Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/21/2020,12,341327,Dosher Memorial Hospital,SHPR
30,8,106,147,230,183,3,43,19,18,0,982,741,98,83,12/21/2020,241,340014,Novant Health - Forsyth MC,THPC
31,0,4,18,24,17,0,4,2,2,0,97,90,4,6,1/29/2021,7,340014,Novant Health - Forsyth MC,THPC
20,10,23,51,56,46,0,5,0,9,0,309,192,13,5,1/3/2021,117,340131,CarolinaEast Medical Center,EHPC
281,12,48,103,191,34,0,8,7,4,0,795,604,36,88,11/8/2020,191,340053,Novant Health - Presbyterian,MHPC
64,0,15,19,25,6,0,2,0,1,0,180,150,15,6,11/4/2020,30,340073,Duke Raleigh Hospital,DHPC
0,0,4,3,3,2,0,0,0,0,0,27,20,4,0,1/21/2021,7,341315,Cape Fear Valley Bladen Hospital,SHPR
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,1/3/2021,12,341327,Dosher Memorial Hospital,SHPR
25,10,24,16,24,19,0,8,0,3,0,204,161,14,8,11/16/2020,43,340116,Frye Regional MC,THPC
0,3,27,22,47,101,1,6,5,9,5,406,359,24,25,12/17/2020,47,340032,CaroMont Health,MHPC
12,5,10,10,13,15,1,5,0,1,0,96,72,5,3,12/26/2020,24,340051,Watauga Medical Center,THPC
0,4,14,14,26,22,0,0,0,6,0,261,120,10,12,12/10/2020,141,340027,UNC Lenoir Hospital,EHPC
69,14,64,50,67,83,1,15,60,8,28,503,419,50,17,12/15/2020,84,340001,Atrium Health - Cabarrus,MHPC
0,0,0,0,0,0,0,0,0,0,0,48,26,0,0,11/19/2020,22,340187,WFBMC- Davie MC,THPC
10,3,6,8,8,1,0,3,1,1,0,48,37,3,0,11/9/2020,11,340127,Granville Health System,DHPC
21,7,59,15,34,47,0,16,1,1,8,177,135,52,19,1/17/2021,42,340090,Johnston UNC Health Care,CapRAC
11,6,13,18,24,14,1,4,2,3,0,150,81,7,6,1/30/2021,69,340085,Novant Health - Thomasville MC,THPC
0,6,10,8,9,4,0,2,9,0,8,125,36,4,1,11/14/2020,89,340013,Rutherford Regional Hospital,MAHPC
0,21,91,55,91,37,0,8,27,2,12,717,591,70,36,11/20/2020,126,340002,Mission Health Hospital,MAHPC
10,1,6,8,8,8,0,2,0,2,0,53,44,5,0,12/13/2020,9,340127,Granville Health System,DHPC
64,0,15,21,25,10,0,1,0,0,1,181,123,15,4,11/26/2020,58,340073,Duke Raleigh Hospital,DHPC
0,0,10,5,7,31,0,7,2,5,2,78,68,10,2,1/2/2021,10,340003,Northern Regional Hospital,THPC
136,4,76,71,123,63,0,31,2,3,8,588,520,72,52,12/29/2020,68,340069,Wake Medical Center,CapRAC
277,0,105,64,130,122,1,33,0,12,1,852,825,105,66,1/11/2021,27,340030,Duke University Hospital,DHPC
0,3,8,7,8,10,0,2,0,3,0,116,54,5,1,1/22/2021,62,340064,WFBMC - Wilkes Regional MC,THPC
0,1,6,2,2,0,0,0,0,0,0,19,12,5,0,11/20/2020,7,341322,St. Lukes Hospital,MAHPC
37,0,13,9,14,27,0,6,3,5,0,142,142,13,5,12/22/2020,0,340042,Onslow Memorial Hospital,EHPC
,,,,,,,,,,,,,,,1/12/2021,,101,Naval Medical Center Camp Lejeune,SHPR
11,5,13,22,25,13,0,5,1,0,0,150,84,8,3,12/7/2020,66,340085,Novant Health - Thomasville MC,THPC
0,0,0,15,15,0,0,0,0,0,0,38,8,0,0,1/3/2021,30,340148,Novant Health - Medical Park Hospital,THPC
25,0,14,6,17,92,3,14,6,9,0,91,91,14,11,12/30/2020,0,340091,Women's Hospital,THPC
0,0,10,6,7,25,0,7,1,5,1,78,75,10,1,12/30/2020,3,340003,Northern Regional Hospital,THPC
58,4,19,7,9,14,0,14,0,3,0,79,60,15,2,12/2/2020,19,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
5,2,9,8,12,0,0,0,0,0,0,95,60,7,4,11/27/2020,35,340016,Harris Hosptial,MAHPC
24,0,8,29,33,14,0,0,12,2,4,126,91,8,4,11/30/2020,35,340166,Atrium Health - University,MHPC
58,0,19,13,15,27,1,24,0,2,0,84,60,19,2,1/13/2021,24,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,2,25,19,27,20,0,6,5,6,2,295,172,23,8,12/16/2020,123,340050,Southeastern Regional Medical Center,DHPC
27,0,0,13,13,5,0,0,0,0,0,42,36,0,0,12/15/2020,6,340014,Novant Health - Forsyth MC,THPC
65,1,12,14,17,26,0,5,1,1,3,170,159,11,3,12/17/2020,11,340173,Wake Medical Center Cary,CapRAC
23,2,24,12,22,40,2,14,0,4,0,243,170,22,10,12/13/2020,73,340004,WFBMC- High Point MC,THPC
0,1,8,22,35,0,0,0,0,0,0,93,57,7,13,12/7/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,0,10,5,7,31,0,7,2,5,2,78,68,10,2,1/1/2021,10,340003,Northern Regional Hospital,THPC
1,0,0,2,2,0,0,0,0,0,0,12,5,0,0,12/21/2020,7,341305,Swain Hospital,MAHPC
12,0,4,4,4,2,1,1,0,0,0,29,27,4,0,12/3/2020,2,341318,Vidant Chowan Hospital,EHPC
29,1,20,9,10,26,0,2,20,5,2,146,115,19,1,12/10/2020,31,340091,Cone Health Wesley Long Hospital,THPC
16,0,4,6,6,1,0,1,0,0,1,20,15,4,0,11/7/2020,5,341311,UNC Chatham Hospital,MCRHC
10,3,7,15,18,13,0,0,2,2,0,77,47,4,3,1/31/2021,30,340190,Novant Health - Mint Hill,THPC
49,0,0,6,6,0,0,0,0,0,0,27,19,0,0,1/6/2021,8,341325,Ashe Memorial Hospital,THPC
12,0,6,9,12,11,0,4,7,1,3,66,50,6,3,11/28/2020,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
20,3,16,6,14,27,0,4,0,0,0,138,133,13,8,11/22/2020,5,340126,Wilson Medical Center,EHPC
13,0,0,0,0,1,0,0,1,1,1,18,8,0,0,1/11/2021,10,340156,Cherokee Indian Hospital,MAHPC
21,0,8,16,17,22,1,2,3,3,1,63,63,8,1,1/20/2021,0,340068,Columbus Regional Healthcare System,SHPR
0,2,8,25,35,0,0,0,0,0,0,93,54,6,10,11/11/2020,39,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,0,0,0,0,0,0,0,0,0,0,47,19,0,0,12/16/2020,28,340187,WFBMC- Davie MC,THPC
11,0,13,17,25,19,1,8,2,0,0,150,91,13,8,1/19/2021,59,340085,Novant Health - Thomasville MC,THPC
48,2,20,22,36,41,2,8,0,5,1,291,226,18,14,1/13/2021,65,340155,Duke Regional Hospital,DHPC
18,1,14,32,46,59,3,16,14,9,4,176,136,13,14,1/26/2021,40,340130,Atrium Health - Union,MHPC
,,,,,,,,,,,,,,,12/14/2020,,102,Womack Army Medical Center,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,11/28/2020,3,341304,Vidant Bertie Hospital,EHPC
8,2,8,5,5,2,0,1,4,0,2,38,26,6,0,12/17/2020,12,340071,Harnett Health - Central Harnett Hospital,CapRAC
0,4,4,4,4,3,0,0,0,1,1,49,16,0,0,12/7/2020,33,340188,Cape Fear Valley Hoke Hospital,MCRHC
10,1,10,14,16,10,1,4,21,0,3,84,55,9,2,12/16/2020,29,340119,Atrium Health - Stanly,MHPC
,,,,,,,,,,,,,,,11/27/2020,,340024,Sampson Regional Medical Center,MCRHC
44,23,125,129,213,111,3,32,69,9,21,900,770,102,84,12/20/2020,130,340113,Atrium Health - Main,MHPC
11,0,0,2,2,1,0,0,0,0,0,12,4,0,0,11/5/2020,8,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
10,2,6,8,8,3,0,3,0,1,0,53,36,4,0,11/24/2020,17,340127,Granville Health System,DHPC
7,0,0,4,4,0,0,0,1,0,0,18,11,0,0,12/29/2020,7,341307,Pender Memorial Hospital,SHPR
10,3,6,8,8,6,0,1,0,0,0,53,40,3,0,1/11/2021,13,340127,Granville Health System,DHPC
0,0,0,1,1,0,0,0,0,0,0,8,2,0,0,11/13/2020,6,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
11,0,0,2,2,0,0,0,0,0,0,12,6,0,0,11/22/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
20,3,16,10,14,29,0,8,0,0,0,138,133,13,4,11/3/2020,5,340126,Wilson Medical Center,EHPC
10,1,10,12,16,8,0,3,8,0,3,84,43,9,4,12/19/2020,41,340119,Atrium Health - Stanly,MHPC
29,1,6,17,17,10,0,3,2,3,0,62,40,5,0,12/19/2020,22,340068,Columbus Regional Healthcare System,SHPR
,,,,,,,,,,,,,,,1/17/2021,,100,Durham VA,DHPC
29,4,8,15,15,11,0,1,0,1,0,81,58,4,0,11/30/2020,23,340097,Hugh Chatham Memorial Hospital,THPC
0,4,4,4,4,3,0,0,0,1,0,49,25,0,0,11/16/2020,24,340188,Cape Fear Valley Hoke Hospital,MCRHC
10,0,6,8,8,10,0,4,0,1,0,53,46,6,0,12/17/2020,7,340127,Granville Health System,DHPC
,,,,,,,,,,,,,,,1/4/2021,,100,Durham VA,DHPC
41,14,22,34,37,33,1,5,0,4,8,153,82,8,3,1/15/2021,71,340017,Pardee Hospital,MAHPC
23,0,8,4,9,1,0,4,0,1,0,60,60,8,5,12/1/2020,0,340107,Vidant Edgecombe Hospital,EHPC
4,35,181,119,134,42,2,16,10,4,18,484,347,146,15,11/29/2020,137,340114,UNC Rex Hospital,MCRHC
29,0,8,7,15,32,0,4,0,7,0,80,80,8,8,1/14/2021,0,340097,Hugh Chatham Memorial Hospital,THPC
16,0,0,3,3,5,0,0,3,1,3,61,39,0,0,1/15/2021,22,340069,Wake Medical Center,CapRAC
0,0,0,2,2,7,1,0,1,2,5,32,8,0,0,1/5/2021,24,341329,Blue Ridge Regional Hospital,MAHPC
13,10,20,28,29,5,0,0,34,1,14,219,136,10,1,11/11/2020,83,340113,Atrium Health - Main,MHPC
16,1,8,10,13,15,2,1,0,2,0,109,102,7,3,11/17/2020,7,340008,Scotland Health Care System,MHPC
49,0,8,19,22,31,0,4,1,5,0,264,148,8,3,12/21/2020,116,340183,Novant Health - Huntersville,MHPC
0,3,9,3,3,2,0,1,4,1,2,30,24,6,0,11/3/2020,6,341319,Transylvania Regional Hospital,MAHPC
16,4,10,12,12,4,0,0,1,1,1,110,86,6,0,11/7/2020,24,340184,Haywood Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,11/19/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,1,8,23,35,0,0,0,0,0,0,93,56,7,12,11/27/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,4,0,0,1/5/2021,2,341304,Vidant Bertie Hospital,EHPC
60,22,120,90,181,102,0,18,0,6,0,888,789,98,91,1/25/2021,99,340040,Vidant Medical Center,EHPC
